HEADER_TIME_STAMP,X,Y,Z
2017-03-16 12:26:53.150,0.413,0.806,-0.449
2017-03-16 12:26:53.162,0.418,0.818,-0.457
2017-03-16 12:26:53.175,0.446,0.806,-0.469
2017-03-16 12:26:53.187,0.414,0.789,-0.478
2017-03-16 12:26:53.200,0.413,0.795,-0.484
2017-03-16 12:26:53.213,0.412,0.783,-0.5
2017-03-16 12:26:53.225,0.431,0.795,-0.516
2017-03-16 12:26:53.237,0.385,0.783,-0.51
2017-03-16 12:26:53.250,0.402,0.804,-0.516
2017-03-16 12:26:53.263,0.41,0.769,-0.516
2017-03-16 12:26:53.275,0.431,0.76,-0.516
2017-03-16 12:26:53.287,0.428,0.739,-0.51
2017-03-16 12:26:53.300,0.452,0.745,-0.522
2017-03-16 12:26:53.312,0.481,0.739,-0.525
2017-03-16 12:26:53.325,0.472,0.751,-0.516
2017-03-16 12:26:53.338,0.452,0.76,-0.497
2017-03-16 12:26:53.350,0.466,0.754,-0.487
2017-03-16 12:26:53.362,0.465,0.762,-0.495
2017-03-16 12:26:53.375,0.484,0.762,-0.516
2017-03-16 12:26:53.388,0.447,0.739,-0.528
2017-03-16 12:26:53.400,0.452,0.748,-0.54
2017-03-16 12:26:53.412,0.46,0.739,-0.548
2017-03-16 12:26:53.425,0.46,0.736,-0.551
2017-03-16 12:26:53.437,0.444,0.739,-0.554
2017-03-16 12:26:53.450,0.419,0.733,-0.548
2017-03-16 12:26:53.463,0.402,0.733,-0.534
2017-03-16 12:26:53.475,0.413,0.745,-0.534
2017-03-16 12:26:53.487,0.428,0.754,-0.54
2017-03-16 12:26:53.500,0.434,0.76,-0.534
2017-03-16 12:26:53.513,0.446,0.76,-0.522
2017-03-16 12:26:53.525,0.455,0.754,-0.513
2017-03-16 12:26:53.537,0.46,0.748,-0.507
2017-03-16 12:26:53.550,0.466,0.751,-0.496
2017-03-16 12:26:53.562,0.472,0.754,-0.507
2017-03-16 12:26:53.575,0.472,0.762,-0.507
2017-03-16 12:26:53.588,0.453,0.76,-0.507
2017-03-16 12:26:53.600,0.434,0.751,-0.501
2017-03-16 12:26:53.612,0.44,0.76,-0.501
2017-03-16 12:26:53.625,0.44,0.76,-0.51
2017-03-16 12:26:53.638,0.44,0.754,-0.513
2017-03-16 12:26:53.650,0.443,0.754,-0.525
2017-03-16 12:26:53.662,0.443,0.751,-0.537
2017-03-16 12:26:53.675,0.44,0.745,-0.534
2017-03-16 12:26:53.687,0.443,0.745,-0.522
2017-03-16 12:26:53.700,0.452,0.754,-0.522
2017-03-16 12:26:53.713,0.455,0.754,-0.525
2017-03-16 12:26:53.725,0.443,0.754,-0.522
2017-03-16 12:26:53.737,0.443,0.754,-0.511
2017-03-16 12:26:53.750,0.446,0.762,-0.501
2017-03-16 12:26:53.763,0.455,0.762,-0.51
2017-03-16 12:26:53.775,0.457,0.762,-0.513
2017-03-16 12:26:53.787,0.455,0.754,-0.513
2017-03-16 12:26:53.800,0.455,0.751,-0.51
2017-03-16 12:26:53.812,0.455,0.754,-0.507
2017-03-16 12:26:53.825,0.452,0.754,-0.51
2017-03-16 12:26:53.838,0.446,0.754,-0.522
2017-03-16 12:26:53.850,0.443,0.754,-0.522
2017-03-16 12:26:53.862,0.44,0.748,-0.516
2017-03-16 12:26:53.875,0.446,0.748,-0.522
2017-03-16 12:26:53.888,0.446,0.754,-0.525
2017-03-16 12:26:53.900,0.44,0.754,-0.516
2017-03-16 12:26:53.912,0.452,0.754,-0.522
2017-03-16 12:26:53.925,0.446,0.754,-0.513
2017-03-16 12:26:53.937,0.446,0.754,-0.513
2017-03-16 12:26:53.950,0.457,0.76,-0.513
2017-03-16 12:26:53.963,0.455,0.762,-0.51
2017-03-16 12:26:53.975,0.455,0.762,-0.51
2017-03-16 12:26:53.987,0.446,0.754,-0.51
2017-03-16 12:26:54.000,0.446,0.754,-0.513
2017-03-16 12:26:54.013,0.457,0.76,-0.513
2017-03-16 12:26:54.025,0.455,0.76,-0.522
2017-03-16 12:26:54.037,0.452,0.751,-0.522
2017-03-16 12:26:54.050,0.452,0.751,-0.522
2017-03-16 12:26:54.062,0.446,0.748,-0.522
2017-03-16 12:26:54.075,0.446,0.748,-0.516
2017-03-16 12:26:54.088,0.452,0.76,-0.525
2017-03-16 12:26:54.100,0.452,0.754,-0.525
2017-03-16 12:26:54.112,0.443,0.762,-0.516
2017-03-16 12:26:54.125,0.446,0.754,-0.51
2017-03-16 12:26:54.138,0.452,0.754,-0.513
2017-03-16 12:26:54.150,0.457,0.751,-0.516
2017-03-16 12:26:54.162,0.452,0.751,-0.522
2017-03-16 12:26:54.175,0.452,0.751,-0.516
2017-03-16 12:26:54.187,0.452,0.754,-0.51
2017-03-16 12:26:54.200,0.446,0.754,-0.51
2017-03-16 12:26:54.213,0.446,0.76,-0.51
2017-03-16 12:26:54.225,0.452,0.76,-0.516
2017-03-16 12:26:54.237,0.446,0.754,-0.516
2017-03-16 12:26:54.250,0.446,0.751,-0.513
2017-03-16 12:26:54.263,0.455,0.751,-0.513
2017-03-16 12:26:54.275,0.455,0.754,-0.522
2017-03-16 12:26:54.287,0.452,0.754,-0.516
2017-03-16 12:26:54.300,0.443,0.754,-0.513
2017-03-16 12:26:54.312,0.452,0.751,-0.513
2017-03-16 12:26:54.325,0.455,0.754,-0.513
2017-03-16 12:26:54.338,0.455,0.754,-0.51
2017-03-16 12:26:54.350,0.452,0.754,-0.51
2017-03-16 12:26:54.362,0.452,0.754,-0.51
2017-03-16 12:26:54.375,0.452,0.754,-0.513
2017-03-16 12:26:54.388,0.452,0.754,-0.51
2017-03-16 12:26:54.400,0.455,0.76,-0.507
2017-03-16 12:26:54.412,0.452,0.76,-0.513
2017-03-16 12:26:54.425,0.455,0.76,-0.522
2017-03-16 12:26:54.437,0.455,0.751,-0.513
2017-03-16 12:26:54.450,0.452,0.751,-0.507
2017-03-16 12:26:54.463,0.455,0.76,-0.51
2017-03-16 12:26:54.475,0.455,0.76,-0.513
2017-03-16 12:26:54.487,0.452,0.754,-0.51
2017-03-16 12:26:54.500,0.443,0.754,-0.499
2017-03-16 12:26:54.513,0.454,0.76,-0.501
2017-03-16 12:26:54.525,0.46,0.765,-0.513
2017-03-16 12:26:54.537,0.455,0.76,-0.513
2017-03-16 12:26:54.550,0.452,0.748,-0.507
2017-03-16 12:26:54.562,0.457,0.751,-0.499
2017-03-16 12:26:54.575,0.466,0.76,-0.51
2017-03-16 12:26:54.588,0.453,0.762,-0.516
2017-03-16 12:26:54.600,0.443,0.754,-0.51
2017-03-16 12:26:54.612,0.455,0.76,-0.51
2017-03-16 12:26:54.625,0.457,0.762,-0.507
2017-03-16 12:26:54.638,0.455,0.762,-0.507
2017-03-16 12:26:54.650,0.455,0.754,-0.513
2017-03-16 12:26:54.662,0.457,0.754,-0.51
2017-03-16 12:26:54.675,0.452,0.754,-0.507
2017-03-16 12:26:54.687,0.446,0.754,-0.501
2017-03-16 12:26:54.700,0.46,0.765,-0.513
2017-03-16 12:26:54.713,0.456,0.762,-0.51
2017-03-16 12:26:54.725,0.443,0.754,-0.51
2017-03-16 12:26:54.737,0.446,0.76,-0.501
2017-03-16 12:26:54.750,0.457,0.751,-0.51
2017-03-16 12:26:54.763,0.455,0.765,-0.522
2017-03-16 12:26:54.775,0.443,0.76,-0.51
2017-03-16 12:26:54.787,0.44,0.762,-0.501
2017-03-16 12:26:54.800,0.44,0.768,-0.496
2017-03-16 12:26:54.812,0.452,0.768,-0.499
2017-03-16 12:26:54.825,0.452,0.774,-0.499
2017-03-16 12:26:54.838,0.443,0.762,-0.493
2017-03-16 12:26:54.850,0.452,0.762,-0.487
2017-03-16 12:26:54.862,0.46,0.768,-0.493
2017-03-16 12:26:54.875,0.46,0.765,-0.501
2017-03-16 12:26:54.888,0.446,0.754,-0.499
2017-03-16 12:26:54.900,0.446,0.754,-0.487
2017-03-16 12:26:54.912,0.454,0.765,-0.495
2017-03-16 12:26:54.925,0.466,0.765,-0.513
2017-03-16 12:26:54.937,0.457,0.762,-0.516
2017-03-16 12:26:54.950,0.452,0.751,-0.51
2017-03-16 12:26:54.963,0.443,0.76,-0.513
2017-03-16 12:26:54.975,0.455,0.76,-0.51
2017-03-16 12:26:54.987,0.46,0.765,-0.513
2017-03-16 12:26:55.000,0.46,0.76,-0.513
2017-03-16 12:26:55.013,0.455,0.751,-0.507
2017-03-16 12:26:55.025,0.455,0.754,-0.501
2017-03-16 12:26:55.037,0.457,0.76,-0.501
2017-03-16 12:26:55.050,0.457,0.76,-0.513
2017-03-16 12:26:55.062,0.446,0.76,-0.501
2017-03-16 12:26:55.075,0.443,0.762,-0.496
2017-03-16 12:26:55.088,0.446,0.768,-0.487
2017-03-16 12:26:55.100,0.457,0.774,-0.499
2017-03-16 12:26:55.112,0.455,0.774,-0.501
2017-03-16 12:26:55.125,0.446,0.762,-0.496
2017-03-16 12:26:55.138,0.451,0.762,-0.487
2017-03-16 12:26:55.150,0.466,0.765,-0.499
2017-03-16 12:26:55.162,0.457,0.765,-0.501
2017-03-16 12:26:55.175,0.452,0.762,-0.501
2017-03-16 12:26:55.187,0.446,0.76,-0.499
2017-03-16 12:26:55.200,0.452,0.754,-0.501
2017-03-16 12:26:55.213,0.455,0.765,-0.51
2017-03-16 12:26:55.225,0.452,0.768,-0.51
2017-03-16 12:26:55.237,0.446,0.754,-0.507
2017-03-16 12:26:55.250,0.457,0.76,-0.501
2017-03-16 12:26:55.263,0.46,0.762,-0.513
2017-03-16 12:26:55.275,0.457,0.762,-0.51
2017-03-16 12:26:55.287,0.455,0.754,-0.51
2017-03-16 12:26:55.300,0.457,0.762,-0.501
2017-03-16 12:26:55.312,0.46,0.762,-0.501
2017-03-16 12:26:55.325,0.455,0.765,-0.507
2017-03-16 12:26:55.338,0.444,0.765,-0.5
2017-03-16 12:26:55.350,0.434,0.765,-0.487
2017-03-16 12:26:55.362,0.443,0.765,-0.487
2017-03-16 12:26:55.375,0.452,0.768,-0.487
2017-03-16 12:26:55.388,0.455,0.768,-0.499
2017-03-16 12:26:55.400,0.457,0.762,-0.501
2017-03-16 12:26:55.412,0.46,0.754,-0.499
2017-03-16 12:26:55.425,0.46,0.754,-0.496
2017-03-16 12:26:55.437,0.457,0.76,-0.501
2017-03-16 12:26:55.450,0.457,0.762,-0.507
2017-03-16 12:26:55.463,0.457,0.762,-0.51
2017-03-16 12:26:55.475,0.455,0.76,-0.499
2017-03-16 12:26:55.487,0.457,0.76,-0.509
2017-03-16 12:26:55.500,0.452,0.762,-0.516
2017-03-16 12:26:55.513,0.452,0.751,-0.516
2017-03-16 12:26:55.525,0.455,0.751,-0.513
2017-03-16 12:26:55.537,0.46,0.754,-0.513
2017-03-16 12:26:55.550,0.455,0.76,-0.513
2017-03-16 12:26:55.562,0.446,0.754,-0.51
2017-03-16 12:26:55.575,0.457,0.762,-0.507
2017-03-16 12:26:55.588,0.457,0.76,-0.507
2017-03-16 12:26:55.600,0.457,0.765,-0.501
2017-03-16 12:26:55.612,0.452,0.762,-0.499
2017-03-16 12:26:55.625,0.457,0.76,-0.51
2017-03-16 12:26:55.638,0.457,0.76,-0.507
2017-03-16 12:26:55.650,0.455,0.76,-0.499
2017-03-16 12:26:55.662,0.457,0.76,-0.507
2017-03-16 12:26:55.675,0.457,0.754,-0.507
2017-03-16 12:26:55.687,0.452,0.754,-0.507
2017-03-16 12:26:55.700,0.455,0.751,-0.501
2017-03-16 12:26:55.713,0.469,0.76,-0.509
2017-03-16 12:26:55.725,0.46,0.751,-0.522
2017-03-16 12:26:55.737,0.466,0.748,-0.522
2017-03-16 12:26:55.750,0.455,0.745,-0.507
2017-03-16 12:26:55.763,0.46,0.754,-0.513
2017-03-16 12:26:55.775,0.455,0.754,-0.516
2017-03-16 12:26:55.787,0.455,0.751,-0.51
2017-03-16 12:26:55.800,0.455,0.762,-0.501
2017-03-16 12:26:55.812,0.466,0.76,-0.499
2017-03-16 12:26:55.825,0.452,0.762,-0.507
2017-03-16 12:26:55.838,0.443,0.754,-0.499
2017-03-16 12:26:55.850,0.46,0.762,-0.499
2017-03-16 12:26:55.862,0.469,0.76,-0.499
2017-03-16 12:26:55.875,0.457,0.76,-0.501
2017-03-16 12:26:55.888,0.446,0.76,-0.501
2017-03-16 12:26:55.900,0.46,0.754,-0.507
2017-03-16 12:26:55.912,0.457,0.754,-0.507
2017-03-16 12:26:55.925,0.455,0.751,-0.51
2017-03-16 12:26:55.937,0.455,0.754,-0.507
2017-03-16 12:26:55.950,0.46,0.754,-0.513
2017-03-16 12:26:55.963,0.46,0.762,-0.513
2017-03-16 12:26:55.975,0.455,0.754,-0.51
2017-03-16 12:26:55.987,0.457,0.754,-0.51
2017-03-16 12:26:56.000,0.466,0.748,-0.513
2017-03-16 12:26:56.013,0.466,0.748,-0.516
2017-03-16 12:26:56.025,0.46,0.751,-0.51
2017-03-16 12:26:56.037,0.452,0.751,-0.51
2017-03-16 12:26:56.050,0.452,0.751,-0.513
2017-03-16 12:26:56.062,0.455,0.754,-0.507
2017-03-16 12:26:56.075,0.452,0.754,-0.501
2017-03-16 12:26:56.088,0.455,0.754,-0.507
2017-03-16 12:26:56.100,0.46,0.76,-0.507
2017-03-16 12:26:56.112,0.46,0.751,-0.501
2017-03-16 12:26:56.125,0.46,0.754,-0.501
2017-03-16 12:26:56.138,0.46,0.754,-0.507
2017-03-16 12:26:56.150,0.466,0.748,-0.51
2017-03-16 12:26:56.162,0.46,0.751,-0.507
2017-03-16 12:26:56.175,0.46,0.754,-0.501
2017-03-16 12:26:56.187,0.457,0.754,-0.51
2017-03-16 12:26:56.200,0.457,0.751,-0.51
2017-03-16 12:26:56.213,0.46,0.748,-0.51
2017-03-16 12:26:56.225,0.46,0.751,-0.516
2017-03-16 12:26:56.237,0.457,0.745,-0.51
2017-03-16 12:26:56.250,0.466,0.739,-0.516
2017-03-16 12:26:56.263,0.469,0.748,-0.513
2017-03-16 12:26:56.275,0.466,0.751,-0.516
2017-03-16 12:26:56.287,0.46,0.748,-0.513
2017-03-16 12:26:56.300,0.457,0.751,-0.51
2017-03-16 12:26:56.312,0.46,0.76,-0.51
2017-03-16 12:26:56.325,0.46,0.76,-0.513
2017-03-16 12:26:56.338,0.46,0.754,-0.51
2017-03-16 12:26:56.350,0.46,0.751,-0.51
2017-03-16 12:26:56.362,0.466,0.745,-0.499
2017-03-16 12:26:56.375,0.46,0.754,-0.51
2017-03-16 12:26:56.388,0.469,0.751,-0.513
2017-03-16 12:26:56.400,0.457,0.748,-0.51
2017-03-16 12:26:56.412,0.46,0.751,-0.507
2017-03-16 12:26:56.425,0.469,0.76,-0.516
2017-03-16 12:26:56.437,0.46,0.751,-0.516
2017-03-16 12:26:56.450,0.455,0.748,-0.51
2017-03-16 12:26:56.463,0.466,0.751,-0.507
2017-03-16 12:26:56.475,0.466,0.754,-0.51
2017-03-16 12:26:56.487,0.452,0.751,-0.516
2017-03-16 12:26:56.500,0.457,0.751,-0.516
2017-03-16 12:26:56.513,0.46,0.748,-0.51
2017-03-16 12:26:56.525,0.46,0.751,-0.507
2017-03-16 12:26:56.537,0.455,0.754,-0.522
2017-03-16 12:26:56.550,0.466,0.748,-0.522
2017-03-16 12:26:56.562,0.46,0.76,-0.511
2017-03-16 12:26:56.575,0.455,0.754,-0.501
2017-03-16 12:26:56.588,0.455,0.762,-0.507
2017-03-16 12:26:56.600,0.46,0.76,-0.501
2017-03-16 12:26:56.612,0.457,0.765,-0.501
2017-03-16 12:26:56.625,0.457,0.762,-0.493
2017-03-16 12:26:56.638,0.455,0.762,-0.487
2017-03-16 12:26:56.650,0.457,0.762,-0.496
2017-03-16 12:26:56.662,0.457,0.76,-0.496
2017-03-16 12:26:56.675,0.466,0.76,-0.499
2017-03-16 12:26:56.687,0.46,0.755,-0.507
2017-03-16 12:26:56.700,0.466,0.739,-0.501
2017-03-16 12:26:56.713,0.466,0.754,-0.513
2017-03-16 12:26:56.725,0.469,0.745,-0.513
2017-03-16 12:26:56.737,0.457,0.745,-0.516
2017-03-16 12:26:56.750,0.46,0.748,-0.516
2017-03-16 12:26:56.763,0.466,0.751,-0.516
2017-03-16 12:26:56.775,0.46,0.751,-0.516
2017-03-16 12:26:56.787,0.457,0.751,-0.513
2017-03-16 12:26:56.800,0.469,0.748,-0.516
2017-03-16 12:26:56.812,0.469,0.748,-0.513
2017-03-16 12:26:56.825,0.472,0.748,-0.522
2017-03-16 12:26:56.838,0.469,0.739,-0.51
2017-03-16 12:26:56.850,0.472,0.745,-0.513
2017-03-16 12:26:56.862,0.469,0.745,-0.513
2017-03-16 12:26:56.875,0.46,0.751,-0.513
2017-03-16 12:26:56.888,0.455,0.751,-0.513
2017-03-16 12:26:56.900,0.46,0.751,-0.51
2017-03-16 12:26:56.912,0.457,0.762,-0.51
2017-03-16 12:26:56.925,0.457,0.751,-0.507
2017-03-16 12:26:56.937,0.466,0.751,-0.522
2017-03-16 12:26:56.950,0.469,0.748,-0.507
2017-03-16 12:26:56.963,0.46,0.754,-0.507
2017-03-16 12:26:56.975,0.46,0.748,-0.501
2017-03-16 12:26:56.987,0.466,0.748,-0.513
2017-03-16 12:26:57.000,0.466,0.751,-0.513
2017-03-16 12:26:57.013,0.455,0.748,-0.507
2017-03-16 12:26:57.025,0.457,0.751,-0.513
2017-03-16 12:26:57.037,0.46,0.751,-0.51
2017-03-16 12:26:57.050,0.457,0.751,-0.516
2017-03-16 12:26:57.062,0.457,0.751,-0.507
2017-03-16 12:26:57.075,0.469,0.748,-0.513
2017-03-16 12:26:57.088,0.472,0.748,-0.513
2017-03-16 12:26:57.100,0.466,0.745,-0.51
2017-03-16 12:26:57.112,0.46,0.748,-0.51
2017-03-16 12:26:57.125,0.469,0.748,-0.507
2017-03-16 12:26:57.138,0.46,0.76,-0.513
2017-03-16 12:26:57.150,0.46,0.754,-0.507
2017-03-16 12:26:57.162,0.46,0.76,-0.516
2017-03-16 12:26:57.175,0.457,0.748,-0.507
2017-03-16 12:26:57.187,0.469,0.748,-0.513
2017-03-16 12:26:57.200,0.46,0.748,-0.51
2017-03-16 12:26:57.213,0.466,0.745,-0.513
2017-03-16 12:26:57.225,0.46,0.748,-0.513
2017-03-16 12:26:57.237,0.466,0.745,-0.51
2017-03-16 12:26:57.250,0.46,0.76,-0.516
2017-03-16 12:26:57.263,0.457,0.748,-0.51
2017-03-16 12:26:57.275,0.457,0.751,-0.51
2017-03-16 12:26:57.287,0.466,0.751,-0.501
2017-03-16 12:26:57.300,0.46,0.76,-0.513
2017-03-16 12:26:57.312,0.457,0.754,-0.502
2017-03-16 12:26:57.325,0.457,0.751,-0.499
2017-03-16 12:26:57.338,0.466,0.76,-0.507
2017-03-16 12:26:57.350,0.466,0.754,-0.501
2017-03-16 12:26:57.362,0.457,0.754,-0.51
2017-03-16 12:26:57.375,0.457,0.748,-0.507
2017-03-16 12:26:57.388,0.457,0.76,-0.51
2017-03-16 12:26:57.400,0.455,0.754,-0.501
2017-03-16 12:26:57.412,0.452,0.762,-0.516
2017-03-16 12:26:57.425,0.455,0.748,-0.501
2017-03-16 12:26:57.437,0.457,0.754,-0.501
2017-03-16 12:26:57.450,0.469,0.754,-0.507
2017-03-16 12:26:57.463,0.457,0.754,-0.507
2017-03-16 12:26:57.475,0.457,0.751,-0.51
2017-03-16 12:26:57.487,0.46,0.76,-0.501
2017-03-16 12:26:57.500,0.457,0.754,-0.513
2017-03-16 12:26:57.513,0.452,0.76,-0.507
2017-03-16 12:26:57.525,0.455,0.754,-0.51
2017-03-16 12:26:57.537,0.455,0.76,-0.499
2017-03-16 12:26:57.550,0.466,0.754,-0.507
2017-03-16 12:26:57.562,0.457,0.754,-0.507
2017-03-16 12:26:57.575,0.469,0.748,-0.507
2017-03-16 12:26:57.588,0.466,0.762,-0.513
2017-03-16 12:26:57.600,0.466,0.745,-0.499
2017-03-16 12:26:57.612,0.457,0.762,-0.51
2017-03-16 12:26:57.625,0.466,0.751,-0.501
2017-03-16 12:26:57.638,0.457,0.762,-0.51
2017-03-16 12:26:57.650,0.46,0.748,-0.501
2017-03-16 12:26:57.662,0.455,0.76,-0.507
2017-03-16 12:26:57.675,0.466,0.751,-0.507
2017-03-16 12:26:57.687,0.46,0.751,-0.507
2017-03-16 12:26:57.700,0.466,0.751,-0.513
2017-03-16 12:26:57.713,0.466,0.745,-0.501
2017-03-16 12:26:57.725,0.466,0.751,-0.51
2017-03-16 12:26:57.737,0.457,0.754,-0.499
2017-03-16 12:26:57.750,0.457,0.754,-0.507
2017-03-16 12:26:57.763,0.46,0.754,-0.507
2017-03-16 12:26:57.775,0.457,0.76,-0.51
2017-03-16 12:26:57.787,0.452,0.762,-0.501
2017-03-16 12:26:57.800,0.455,0.762,-0.501
2017-03-16 12:26:57.812,0.46,0.768,-0.51
2017-03-16 12:26:57.825,0.466,0.754,-0.507
2017-03-16 12:26:57.838,0.46,0.754,-0.507
2017-03-16 12:26:57.850,0.457,0.748,-0.496
2017-03-16 12:26:57.862,0.466,0.76,-0.51
2017-03-16 12:26:57.875,0.457,0.76,-0.507
2017-03-16 12:26:57.888,0.455,0.762,-0.51
2017-03-16 12:26:57.900,0.452,0.762,-0.507
2017-03-16 12:26:57.912,0.457,0.76,-0.507
2017-03-16 12:26:57.925,0.457,0.765,-0.51
2017-03-16 12:26:57.937,0.46,0.765,-0.501
2017-03-16 12:26:57.950,0.475,0.774,-0.513
2017-03-16 12:26:57.963,0.484,0.765,-0.507
2017-03-16 12:26:57.975,0.484,0.777,-0.513
2017-03-16 12:26:57.987,0.487,0.774,-0.516
2017-03-16 12:26:58.000,0.475,0.774,-0.528
2017-03-16 12:26:58.013,0.472,0.769,-0.509
2017-03-16 12:26:58.025,0.469,0.733,-0.472
2017-03-16 12:26:58.037,0.431,0.754,-0.547
2017-03-16 12:26:58.050,0.469,0.736,-0.522
2017-03-16 12:26:58.062,0.42,0.745,-0.554
2017-03-16 12:26:58.075,0.443,0.733,-0.513
2017-03-16 12:26:58.088,0.428,0.716,-0.481
2017-03-16 12:26:58.100,0.455,0.721,-0.507
2017-03-16 12:26:58.112,0.486,0.724,-0.528
2017-03-16 12:26:58.125,0.504,0.718,-0.522
2017-03-16 12:26:58.138,0.488,0.718,-0.513
2017-03-16 12:26:58.150,0.446,0.721,-0.525
2017-03-16 12:26:58.162,0.417,0.732,-0.539
2017-03-16 12:26:58.175,0.405,0.745,-0.554
2017-03-16 12:26:58.187,0.412,0.733,-0.554
2017-03-16 12:26:58.200,0.44,0.73,-0.554
2017-03-16 12:26:58.213,0.465,0.719,-0.543
2017-03-16 12:26:58.225,0.475,0.707,-0.537
2017-03-16 12:26:58.237,0.481,0.704,-0.514
2017-03-16 12:26:58.250,0.475,0.71,-0.51
2017-03-16 12:26:58.263,0.46,0.732,-0.507
2017-03-16 12:26:58.275,0.455,0.751,-0.507
2017-03-16 12:26:58.287,0.443,0.762,-0.494
2017-03-16 12:26:58.300,0.434,0.762,-0.472
2017-03-16 12:26:58.312,0.434,0.768,-0.486
2017-03-16 12:26:58.325,0.452,0.768,-0.496
2017-03-16 12:26:58.338,0.466,0.765,-0.501
2017-03-16 12:26:58.350,0.475,0.76,-0.501
2017-03-16 12:26:58.362,0.472,0.774,-0.501
2017-03-16 12:26:58.375,0.457,0.774,-0.493
2017-03-16 12:26:58.388,0.443,0.78,-0.487
2017-03-16 12:26:58.400,0.434,0.789,-0.496
2017-03-16 12:26:58.412,0.428,0.789,-0.493
2017-03-16 12:26:58.425,0.434,0.795,-0.496
2017-03-16 12:26:58.437,0.425,0.792,-0.496
2017-03-16 12:26:58.450,0.431,0.795,-0.499
2017-03-16 12:26:58.463,0.425,0.804,-0.481
2017-03-16 12:26:58.475,0.431,0.798,-0.481
2017-03-16 12:26:58.487,0.443,0.806,-0.472
2017-03-16 12:26:58.500,0.44,0.798,-0.478
2017-03-16 12:26:58.513,0.42,0.792,-0.47
2017-03-16 12:26:58.525,0.413,0.798,-0.452
2017-03-16 12:26:58.537,0.413,0.809,-0.457
2017-03-16 12:26:58.550,0.428,0.821,-0.455
2017-03-16 12:26:58.562,0.417,0.833,-0.469
2017-03-16 12:26:58.575,0.405,0.821,-0.463
2017-03-16 12:26:58.588,0.39,0.812,-0.463
2017-03-16 12:26:58.600,0.39,0.812,-0.457
2017-03-16 12:26:58.612,0.396,0.818,-0.452
2017-03-16 12:26:58.625,0.402,0.818,-0.455
2017-03-16 12:26:58.638,0.399,0.818,-0.44
2017-03-16 12:26:58.650,0.387,0.818,-0.44
2017-03-16 12:26:58.662,0.381,0.804,-0.428
2017-03-16 12:26:58.675,0.396,0.804,-0.44
2017-03-16 12:26:58.687,0.404,0.806,-0.449
2017-03-16 12:26:58.700,0.416,0.809,-0.466
