HEADER_TIME_STAMP,X,Y,Z
2017-03-16 12:26:05.200,0.674,1.469,0.032
2017-03-16 12:26:05.213,0.656,1.453,0.074
2017-03-16 12:26:05.225,0.601,1.422,0.111
2017-03-16 12:26:05.237,0.556,1.411,0.14
2017-03-16 12:26:05.250,0.519,1.422,0.158
2017-03-16 12:26:05.263,0.497,1.439,0.167
2017-03-16 12:26:05.275,0.469,1.457,0.173
2017-03-16 12:26:05.287,0.444,1.483,0.187
2017-03-16 12:26:05.300,0.425,1.496,0.208
2017-03-16 12:26:05.312,0.4,1.496,0.228
2017-03-16 12:26:05.325,0.375,1.475,0.24
2017-03-16 12:26:05.338,0.362,1.447,0.257
2017-03-16 12:26:05.350,0.337,1.408,0.27
2017-03-16 12:26:05.362,0.312,1.354,0.273
2017-03-16 12:26:05.375,0.302,1.299,0.264
2017-03-16 12:26:05.388,0.299,1.271,0.244
2017-03-16 12:26:05.400,0.29,1.235,0.232
2017-03-16 12:26:05.412,0.274,1.179,0.232
2017-03-16 12:26:05.425,0.258,1.117,0.229
2017-03-16 12:26:05.437,0.241,1.072,0.226
2017-03-16 12:26:05.450,0.226,1.021,0.226
2017-03-16 12:26:05.463,0.203,0.973,0.229
2017-03-16 12:26:05.475,0.185,0.915,0.229
2017-03-16 12:26:05.487,0.168,0.878,0.224
2017-03-16 12:26:05.500,0.152,0.842,0.202
2017-03-16 12:26:05.513,0.139,0.811,0.194
2017-03-16 12:26:05.525,0.126,0.765,0.179
2017-03-16 12:26:05.537,0.123,0.734,0.179
2017-03-16 12:26:05.550,0.114,0.71,0.173
2017-03-16 12:26:05.562,0.106,0.696,0.17
2017-03-16 12:26:05.575,0.1,0.677,0.161
2017-03-16 12:26:05.588,0.097,0.685,0.161
2017-03-16 12:26:05.600,0.097,0.701,0.161
2017-03-16 12:26:05.612,0.1,0.71,0.172
2017-03-16 12:26:05.625,0.111,0.707,0.182
2017-03-16 12:26:05.638,0.128,0.707,0.171
2017-03-16 12:26:05.650,0.144,0.733,0.152
2017-03-16 12:26:05.662,0.166,0.789,0.118
2017-03-16 12:26:05.675,0.202,0.871,0.097
2017-03-16 12:26:05.687,0.242,0.955,0.082
2017-03-16 12:26:05.700,0.261,1.044,0.082
2017-03-16 12:26:05.713,0.27,1.101,0.099
2017-03-16 12:26:05.725,0.287,1.144,0.117
2017-03-16 12:26:05.737,0.312,1.163,0.118
2017-03-16 12:26:05.750,0.367,1.202,0.085
2017-03-16 12:26:05.763,0.425,1.247,0.019
2017-03-16 12:26:05.775,0.496,1.314,-0.082
2017-03-16 12:26:05.787,0.552,1.395,-0.156
2017-03-16 12:26:05.800,0.575,1.49,-0.179
2017-03-16 12:26:05.812,0.567,1.555,-0.127
2017-03-16 12:26:05.825,0.545,1.616,-0.018
2017-03-16 12:26:05.838,0.514,1.634,0.099
2017-03-16 12:26:05.850,0.496,1.572,0.185
2017-03-16 12:26:05.862,0.49,1.465,0.217
2017-03-16 12:26:05.875,0.51,1.328,0.188
2017-03-16 12:26:05.888,0.567,1.199,0.115
2017-03-16 12:26:05.900,0.616,1.079,0.023
2017-03-16 12:26:05.912,0.647,0.994,-0.051
2017-03-16 12:26:05.925,0.654,0.935,-0.094
2017-03-16 12:26:05.937,0.643,0.888,-0.086
2017-03-16 12:26:05.950,0.616,0.85,-0.047
2017-03-16 12:26:05.963,0.588,0.822,-0.019
2017-03-16 12:26:05.975,0.566,0.792,0
2017-03-16 12:26:05.987,0.541,0.777,0
2017-03-16 12:26:06.000,0.51,0.774,-0.018
2017-03-16 12:26:06.013,0.488,0.777,-0.043
2017-03-16 12:26:06.025,0.475,0.792,-0.067
2017-03-16 12:26:06.037,0.48,0.795,-0.084
2017-03-16 12:26:06.050,0.499,0.804,-0.097
2017-03-16 12:26:06.062,0.512,0.806,-0.113
2017-03-16 12:26:06.075,0.528,0.809,-0.129
2017-03-16 12:26:06.088,0.539,0.831,-0.151
2017-03-16 12:26:06.100,0.56,0.886,-0.185
2017-03-16 12:26:06.112,0.572,0.956,-0.202
2017-03-16 12:26:06.125,0.572,1.018,-0.199
2017-03-16 12:26:06.138,0.569,1.074,-0.175
2017-03-16 12:26:06.150,0.566,1.132,-0.129
2017-03-16 12:26:06.162,0.557,1.18,-0.095
2017-03-16 12:26:06.175,0.557,1.261,-0.059
2017-03-16 12:26:06.187,0.571,1.393,-0.056
2017-03-16 12:26:06.200,0.589,1.557,-0.038
2017-03-16 12:26:06.213,0.609,1.632,0.007
2017-03-16 12:26:06.225,0.616,1.601,0.062
2017-03-16 12:26:06.237,0.59,1.517,0.109
2017-03-16 12:26:06.250,0.557,1.428,0.141
2017-03-16 12:26:06.263,0.543,1.397,0.141
2017-03-16 12:26:06.275,0.543,1.378,0.132
2017-03-16 12:26:06.287,0.526,1.37,0.14
2017-03-16 12:26:06.300,0.487,1.355,0.167
2017-03-16 12:26:06.312,0.458,1.322,0.195
2017-03-16 12:26:06.325,0.443,1.279,0.211
2017-03-16 12:26:06.338,0.426,1.256,0.217
2017-03-16 12:26:06.350,0.411,1.24,0.214
2017-03-16 12:26:06.362,0.376,1.206,0.217
2017-03-16 12:26:06.375,0.355,1.179,0.217
2017-03-16 12:26:06.388,0.329,1.162,0.211
2017-03-16 12:26:06.400,0.311,1.132,0.211
2017-03-16 12:26:06.412,0.285,1.079,0.208
2017-03-16 12:26:06.425,0.27,1.015,0.199
2017-03-16 12:26:06.437,0.261,0.964,0.188
2017-03-16 12:26:06.450,0.261,0.909,0.179
2017-03-16 12:26:06.463,0.258,0.855,0.168
2017-03-16 12:26:06.475,0.252,0.812,0.152
2017-03-16 12:26:06.487,0.246,0.793,0.144
2017-03-16 12:26:06.500,0.232,0.774,0.141
2017-03-16 12:26:06.513,0.218,0.766,0.132
2017-03-16 12:26:06.525,0.196,0.745,0.129
2017-03-16 12:26:06.537,0.182,0.731,0.126
2017-03-16 12:26:06.550,0.173,0.721,0.126
2017-03-16 12:26:06.562,0.167,0.73,0.117
2017-03-16 12:26:06.575,0.167,0.739,0.117
2017-03-16 12:26:06.588,0.167,0.75,0.126
2017-03-16 12:26:06.600,0.17,0.768,0.129
2017-03-16 12:26:06.612,0.176,0.788,0.132
2017-03-16 12:26:06.625,0.185,0.821,0.129
2017-03-16 12:26:06.638,0.196,0.861,0.132
2017-03-16 12:26:06.650,0.205,0.886,0.138
2017-03-16 12:26:06.662,0.225,0.908,0.132
2017-03-16 12:26:06.675,0.246,0.944,0.126
2017-03-16 12:26:06.687,0.266,1.017,0.126
2017-03-16 12:26:06.700,0.282,1.144,0.144
2017-03-16 12:26:06.713,0.287,1.248,0.178
2017-03-16 12:26:06.725,0.287,1.323,0.202
2017-03-16 12:26:06.737,0.284,1.338,0.228
2017-03-16 12:26:06.750,0.302,1.305,0.24
2017-03-16 12:26:06.763,0.335,1.248,0.224
2017-03-16 12:26:06.775,0.387,1.205,0.167
2017-03-16 12:26:06.787,0.449,1.194,0.067
2017-03-16 12:26:06.800,0.51,1.217,-0.047
2017-03-16 12:26:06.812,0.556,1.25,-0.124
2017-03-16 12:26:06.825,0.569,1.308,-0.141
2017-03-16 12:26:06.838,0.544,1.356,-0.091
2017-03-16 12:26:06.850,0.513,1.384,-0.003
2017-03-16 12:26:06.862,0.468,1.385,0.093
2017-03-16 12:26:06.875,0.413,1.355,0.182
2017-03-16 12:26:06.888,0.368,1.285,0.228
2017-03-16 12:26:06.900,0.352,1.208,0.214
2017-03-16 12:26:06.912,0.382,1.15,0.161
2017-03-16 12:26:06.925,0.455,1.073,0.094
2017-03-16 12:26:06.937,0.508,1.017,0.025
2017-03-16 12:26:06.950,0.554,0.947,-0.023
2017-03-16 12:26:06.963,0.594,0.893,-0.041
2017-03-16 12:26:06.975,0.619,0.836,-0.032
2017-03-16 12:26:06.987,0.633,0.799,-0.015
2017-03-16 12:26:07.000,0.63,0.774,-0.012
2017-03-16 12:26:07.013,0.605,0.762,-0.017
2017-03-16 12:26:07.025,0.575,0.751,-0.047
2017-03-16 12:26:07.037,0.549,0.761,-0.081
2017-03-16 12:26:07.050,0.531,0.777,-0.103
2017-03-16 12:26:07.062,0.516,0.789,-0.103
2017-03-16 12:26:07.075,0.513,0.798,-0.097
2017-03-16 12:26:07.088,0.518,0.806,-0.088
2017-03-16 12:26:07.100,0.545,0.818,-0.097
2017-03-16 12:26:07.112,0.571,0.826,-0.1
2017-03-16 12:26:07.125,0.589,0.856,-0.111
2017-03-16 12:26:07.138,0.612,0.912,-0.126
2017-03-16 12:26:07.150,0.633,0.977,-0.129
2017-03-16 12:26:07.162,0.639,1.027,-0.118
2017-03-16 12:26:07.175,0.625,1.076,-0.094
2017-03-16 12:26:07.187,0.602,1.118,-0.063
2017-03-16 12:26:07.200,0.587,1.158,-0.038
2017-03-16 12:26:07.213,0.566,1.219,-0.013
2017-03-16 12:26:07.225,0.572,1.326,-0.009
2017-03-16 12:26:07.237,0.575,1.427,0.011
2017-03-16 12:26:07.250,0.584,1.496,0.038
2017-03-16 12:26:07.263,0.57,1.497,0.072
2017-03-16 12:26:07.275,0.543,1.455,0.103
2017-03-16 12:26:07.287,0.517,1.425,0.128
2017-03-16 12:26:07.300,0.504,1.446,0.138
2017-03-16 12:26:07.312,0.496,1.48,0.141
2017-03-16 12:26:07.325,0.481,1.499,0.155
2017-03-16 12:26:07.338,0.461,1.51,0.169
2017-03-16 12:26:07.350,0.446,1.496,0.188
2017-03-16 12:26:07.362,0.434,1.481,0.207
2017-03-16 12:26:07.375,0.425,1.487,0.217
2017-03-16 12:26:07.388,0.4,1.468,0.217
2017-03-16 12:26:07.400,0.367,1.411,0.226
2017-03-16 12:26:07.412,0.341,1.337,0.232
2017-03-16 12:26:07.425,0.32,1.252,0.223
2017-03-16 12:26:07.437,0.311,1.176,0.212
2017-03-16 12:26:07.450,0.311,1.1,0.194
2017-03-16 12:26:07.463,0.305,1.046,0.18
2017-03-16 12:26:07.475,0.302,0.988,0.158
2017-03-16 12:26:07.487,0.285,0.948,0.147
2017-03-16 12:26:07.500,0.261,0.909,0.147
2017-03-16 12:26:07.513,0.239,0.872,0.147
2017-03-16 12:26:07.525,0.205,0.85,0.152
2017-03-16 12:26:07.537,0.177,0.814,0.166
2017-03-16 12:26:07.550,0.155,0.774,0.179
2017-03-16 12:26:07.562,0.133,0.732,0.182
2017-03-16 12:26:07.575,0.114,0.695,0.179
2017-03-16 12:26:07.588,0.101,0.667,0.162
2017-03-16 12:26:07.600,0.085,0.636,0.155
2017-03-16 12:26:07.612,0.082,0.614,0.147
2017-03-16 12:26:07.625,0.085,0.592,0.144
2017-03-16 12:26:07.638,0.091,0.587,0.141
2017-03-16 12:26:07.650,0.106,0.604,0.132
2017-03-16 12:26:07.662,0.128,0.64,0.132
2017-03-16 12:26:07.675,0.144,0.692,0.138
2017-03-16 12:26:07.687,0.154,0.743,0.129
2017-03-16 12:26:07.700,0.173,0.789,0.123
2017-03-16 12:26:07.713,0.19,0.858,0.112
2017-03-16 12:26:07.725,0.22,0.971,0.094
2017-03-16 12:26:07.737,0.254,1.086,0.085
2017-03-16 12:26:07.750,0.273,1.194,0.1
2017-03-16 12:26:07.763,0.276,1.265,0.128
2017-03-16 12:26:07.775,0.284,1.305,0.155
2017-03-16 12:26:07.787,0.312,1.325,0.148
2017-03-16 12:26:07.800,0.355,1.355,0.117
2017-03-16 12:26:07.812,0.4,1.406,0.059
2017-03-16 12:26:07.825,0.452,1.455,-0.018
2017-03-16 12:26:07.838,0.494,1.508,-0.066
2017-03-16 12:26:07.850,0.525,1.557,-0.076
2017-03-16 12:26:07.862,0.525,1.575,-0.035
2017-03-16 12:26:07.875,0.516,1.569,0.041
2017-03-16 12:26:07.888,0.51,1.528,0.109
2017-03-16 12:26:07.900,0.504,1.446,0.147
2017-03-16 12:26:07.912,0.499,1.342,0.142
2017-03-16 12:26:07.925,0.51,1.223,0.103
2017-03-16 12:26:07.937,0.533,1.127,0.049
2017-03-16 12:26:07.950,0.548,1.041,0.003
2017-03-16 12:26:07.963,0.56,0.976,-0.015
2017-03-16 12:26:07.975,0.572,0.924,-0.012
2017-03-16 12:26:07.987,0.597,0.884,0.011
2017-03-16 12:26:08.000,0.616,0.853,0.015
2017-03-16 12:26:08.013,0.616,0.828,0.018
2017-03-16 12:26:08.025,0.61,0.821,0.003
2017-03-16 12:26:08.037,0.601,0.824,-0.008
2017-03-16 12:26:08.050,0.601,0.821,-0.029
2017-03-16 12:26:08.062,0.601,0.821,-0.055
2017-03-16 12:26:08.075,0.61,0.827,-0.056
2017-03-16 12:26:08.088,0.618,0.841,-0.056
2017-03-16 12:26:08.100,0.639,0.862,-0.059
2017-03-16 12:26:08.112,0.653,0.871,-0.072
2017-03-16 12:26:08.125,0.669,0.88,-0.085
2017-03-16 12:26:08.138,0.68,0.905,-0.099
2017-03-16 12:26:08.150,0.689,0.947,-0.114
2017-03-16 12:26:08.162,0.689,1.009,-0.11
2017-03-16 12:26:08.175,0.669,1.076,-0.085
2017-03-16 12:26:08.187,0.64,1.13,-0.057
2017-03-16 12:26:08.200,0.61,1.173,-0.038
2017-03-16 12:26:08.213,0.582,1.207,-0.026
2017-03-16 12:26:08.225,0.557,1.249,-0.012
2017-03-16 12:26:08.237,0.565,1.335,0
2017-03-16 12:26:08.250,0.581,1.472,0.003
2017-03-16 12:26:08.263,0.589,1.547,0.028
2017-03-16 12:26:08.275,0.575,1.534,0.067
2017-03-16 12:26:08.287,0.535,1.45,0.101
2017-03-16 12:26:08.300,0.51,1.367,0.138
2017-03-16 12:26:08.312,0.501,1.349,0.147
2017-03-16 12:26:08.325,0.49,1.355,0.152
2017-03-16 12:26:08.338,0.459,1.369,0.172
2017-03-16 12:26:08.350,0.416,1.378,0.196
2017-03-16 12:26:08.362,0.388,1.372,0.222
2017-03-16 12:26:08.375,0.367,1.37,0.243
2017-03-16 12:26:08.388,0.344,1.365,0.254
2017-03-16 12:26:08.400,0.326,1.328,0.264
2017-03-16 12:26:08.412,0.317,1.278,0.244
2017-03-16 12:26:08.425,0.314,1.217,0.223
2017-03-16 12:26:08.437,0.311,1.153,0.209
2017-03-16 12:26:08.450,0.317,1.079,0.194
2017-03-16 12:26:08.463,0.32,1.036,0.174
2017-03-16 12:26:08.475,0.311,1,0.167
2017-03-16 12:26:08.487,0.297,0.964,0.161
2017-03-16 12:26:08.500,0.27,0.921,0.155
2017-03-16 12:26:08.513,0.253,0.892,0.155
2017-03-16 12:26:08.525,0.226,0.865,0.152
2017-03-16 12:26:08.537,0.203,0.842,0.152
2017-03-16 12:26:08.550,0.188,0.836,0.147
2017-03-16 12:26:08.562,0.168,0.813,0.147
2017-03-16 12:26:08.575,0.152,0.777,0.147
2017-03-16 12:26:08.588,0.141,0.746,0.144
2017-03-16 12:26:08.600,0.144,0.71,0.132
2017-03-16 12:26:08.612,0.152,0.695,0.123
2017-03-16 12:26:08.625,0.158,0.68,0.111
2017-03-16 12:26:08.638,0.167,0.674,0.111
2017-03-16 12:26:08.650,0.173,0.689,0.103
2017-03-16 12:26:08.662,0.176,0.719,0.109
2017-03-16 12:26:08.675,0.185,0.762,0.114
2017-03-16 12:26:08.687,0.191,0.802,0.128
2017-03-16 12:26:08.700,0.199,0.836,0.138
2017-03-16 12:26:08.713,0.214,0.852,0.141
2017-03-16 12:26:08.725,0.22,0.891,0.132
2017-03-16 12:26:08.737,0.237,0.983,0.129
2017-03-16 12:26:08.750,0.27,1.109,0.129
2017-03-16 12:26:08.763,0.289,1.228,0.14
2017-03-16 12:26:08.775,0.302,1.308,0.155
2017-03-16 12:26:08.787,0.296,1.326,0.172
2017-03-16 12:26:08.800,0.317,1.299,0.185
2017-03-16 12:26:08.812,0.364,1.268,0.172
2017-03-16 12:26:08.825,0.44,1.261,0.109
2017-03-16 12:26:08.838,0.51,1.278,0.022
2017-03-16 12:26:08.850,0.587,1.311,-0.07
2017-03-16 12:26:08.862,0.618,1.362,-0.11
2017-03-16 12:26:08.875,0.625,1.428,-0.109
2017-03-16 12:26:08.888,0.591,1.474,-0.041
2017-03-16 12:26:08.900,0.554,1.484,0.047
2017-03-16 12:26:08.912,0.503,1.448,0.129
2017-03-16 12:26:08.925,0.455,1.372,0.179
2017-03-16 12:26:08.937,0.417,1.286,0.174
2017-03-16 12:26:08.950,0.431,1.182,0.123
2017-03-16 12:26:08.963,0.479,1.083,0.056
2017-03-16 12:26:08.975,0.54,0.988,-0.009
2017-03-16 12:26:08.987,0.568,0.903,-0.043
2017-03-16 12:26:09.000,0.587,0.824,-0.059
2017-03-16 12:26:09.013,0.604,0.762,-0.059
2017-03-16 12:26:09.025,0.604,0.71,-0.056
2017-03-16 12:26:09.037,0.602,0.673,-0.047
2017-03-16 12:26:09.050,0.575,0.651,-0.047
2017-03-16 12:26:09.062,0.544,0.636,-0.044
2017-03-16 12:26:09.075,0.516,0.642,-0.062
2017-03-16 12:26:09.088,0.51,0.659,-0.087
2017-03-16 12:26:09.100,0.513,0.689,-0.103
2017-03-16 12:26:09.112,0.525,0.72,-0.123
2017-03-16 12:26:09.125,0.534,0.748,-0.117
2017-03-16 12:26:09.138,0.544,0.767,-0.114
2017-03-16 12:26:09.150,0.566,0.795,-0.094
2017-03-16 12:26:09.162,0.583,0.85,-0.085
2017-03-16 12:26:09.175,0.601,0.947,-0.076
2017-03-16 12:26:09.187,0.613,1.04,-0.057
2017-03-16 12:26:09.200,0.613,1.138,-0.023
2017-03-16 12:26:09.213,0.616,1.214,0.016
2017-03-16 12:26:09.225,0.616,1.293,0.056
2017-03-16 12:26:09.237,0.618,1.402,0.076
2017-03-16 12:26:09.250,0.639,1.569,0.085
2017-03-16 12:26:09.263,0.648,1.678,0.099
2017-03-16 12:26:09.275,0.642,1.666,0.132
2017-03-16 12:26:09.287,0.606,1.565,0.169
2017-03-16 12:26:09.300,0.56,1.443,0.194
2017-03-16 12:26:09.312,0.545,1.382,0.186
2017-03-16 12:26:09.325,0.545,1.37,0.161
2017-03-16 12:26:09.338,0.526,1.37,0.152
2017-03-16 12:26:09.350,0.496,1.355,0.161
2017-03-16 12:26:09.362,0.457,1.336,0.187
2017-03-16 12:26:09.375,0.413,1.282,0.214
2017-03-16 12:26:09.388,0.382,1.241,0.223
2017-03-16 12:26:09.400,0.355,1.211,0.217
2017-03-16 12:26:09.412,0.338,1.161,0.202
2017-03-16 12:26:09.425,0.326,1.094,0.194
2017-03-16 12:26:09.437,0.32,1.037,0.18
2017-03-16 12:26:09.450,0.326,0.988,0.161
2017-03-16 12:26:09.463,0.317,0.946,0.147
2017-03-16 12:26:09.475,0.311,0.9,0.141
2017-03-16 12:26:09.487,0.291,0.863,0.138
2017-03-16 12:26:09.500,0.27,0.824,0.132
2017-03-16 12:26:09.513,0.247,0.796,0.129
2017-03-16 12:26:09.525,0.232,0.783,0.126
2017-03-16 12:26:09.537,0.226,0.768,0.123
2017-03-16 12:26:09.550,0.211,0.762,0.126
2017-03-16 12:26:09.562,0.196,0.76,0.126
2017-03-16 12:26:09.575,0.188,0.748,0.126
2017-03-16 12:26:09.588,0.182,0.737,0.123
2017-03-16 12:26:09.600,0.182,0.724,0.111
2017-03-16 12:26:09.612,0.185,0.724,0.1
2017-03-16 12:26:09.625,0.199,0.736,0.094
2017-03-16 12:26:09.638,0.202,0.761,0.094
2017-03-16 12:26:09.650,0.202,0.78,0.097
2017-03-16 12:26:09.662,0.202,0.797,0.109
2017-03-16 12:26:09.675,0.202,0.839,0.114
2017-03-16 12:26:09.687,0.204,0.889,0.123
2017-03-16 12:26:09.700,0.226,0.924,0.129
2017-03-16 12:26:09.713,0.242,0.952,0.138
2017-03-16 12:26:09.725,0.258,0.985,0.132
2017-03-16 12:26:09.737,0.272,1.074,0.138
2017-03-16 12:26:09.750,0.296,1.22,0.147
2017-03-16 12:26:09.763,0.305,1.32,0.186
2017-03-16 12:26:09.775,0.302,1.364,0.217
2017-03-16 12:26:09.787,0.29,1.339,0.245
2017-03-16 12:26:09.800,0.314,1.27,0.246
2017-03-16 12:26:09.812,0.369,1.227,0.205
2017-03-16 12:26:09.825,0.455,1.223,0.111
2017-03-16 12:26:09.838,0.526,1.231,0.007
2017-03-16 12:26:09.850,0.572,1.249,-0.076
2017-03-16 12:26:09.862,0.573,1.277,-0.094
2017-03-16 12:26:09.875,0.545,1.32,-0.062
2017-03-16 12:26:09.888,0.506,1.337,0.006
2017-03-16 12:26:09.900,0.46,1.308,0.097
2017-03-16 12:26:09.912,0.418,1.257,0.165
2017-03-16 12:26:09.925,0.375,1.196,0.182
2017-03-16 12:26:09.937,0.371,1.12,0.157
2017-03-16 12:26:09.950,0.405,1.035,0.097
2017-03-16 12:26:09.963,0.458,0.959,0.043
2017-03-16 12:26:09.975,0.504,0.886,0.009
2017-03-16 12:26:09.987,0.533,0.835,-0.009
2017-03-16 12:26:10.000,0.548,0.777,-0.009
2017-03-16 12:26:10.013,0.565,0.737,-0.001
2017-03-16 12:26:10.025,0.569,0.716,0.015
2017-03-16 12:26:10.037,0.555,0.701,0.018
2017-03-16 12:26:10.050,0.534,0.701,0.015
2017-03-16 12:26:10.062,0.525,0.707,-0.011
2017-03-16 12:26:10.075,0.528,0.724,-0.041
2017-03-16 12:26:10.088,0.556,0.753,-0.056
2017-03-16 12:26:10.100,0.584,0.774,-0.047
2017-03-16 12:26:10.112,0.609,0.791,-0.027
2017-03-16 12:26:10.125,0.619,0.806,-0.012
2017-03-16 12:26:10.138,0.641,0.82,-0.009
2017-03-16 12:26:10.150,0.657,0.842,-0.018
2017-03-16 12:26:10.162,0.663,0.889,-0.037
2017-03-16 12:26:10.175,0.669,0.947,-0.041
2017-03-16 12:26:10.187,0.66,1.012,-0.03
2017-03-16 12:26:10.200,0.654,1.076,-0.003
2017-03-16 12:26:10.213,0.64,1.13,0.022
2017-03-16 12:26:10.225,0.616,1.176,0.047
2017-03-16 12:26:10.237,0.604,1.236,0.07
2017-03-16 12:26:10.250,0.601,1.367,0.073
2017-03-16 12:26:10.263,0.61,1.492,0.087
2017-03-16 12:26:10.275,0.61,1.572,0.109
2017-03-16 12:26:10.287,0.599,1.551,0.125
2017-03-16 12:26:10.300,0.569,1.46,0.147
2017-03-16 12:26:10.312,0.544,1.389,0.17
2017-03-16 12:26:10.325,0.534,1.367,0.167
2017-03-16 12:26:10.338,0.526,1.341,0.167
2017-03-16 12:26:10.350,0.496,1.32,0.173
2017-03-16 12:26:10.362,0.461,1.328,0.184
2017-03-16 12:26:10.375,0.428,1.328,0.202
2017-03-16 12:26:10.388,0.391,1.315,0.228
2017-03-16 12:26:10.400,0.361,1.296,0.246
2017-03-16 12:26:10.412,0.338,1.269,0.252
2017-03-16 12:26:10.425,0.326,1.208,0.246
2017-03-16 12:26:10.437,0.314,1.15,0.233
2017-03-16 12:26:10.450,0.311,1.079,0.214
2017-03-16 12:26:10.463,0.305,1.02,0.2
2017-03-16 12:26:10.475,0.305,0.956,0.185
2017-03-16 12:26:10.487,0.299,0.911,0.179
2017-03-16 12:26:10.500,0.287,0.871,0.167
2017-03-16 12:26:10.513,0.268,0.843,0.161
2017-03-16 12:26:10.525,0.252,0.821,0.155
2017-03-16 12:26:10.537,0.233,0.809,0.152
2017-03-16 12:26:10.550,0.214,0.795,0.144
2017-03-16 12:26:10.562,0.199,0.769,0.144
2017-03-16 12:26:10.575,0.191,0.736,0.141
2017-03-16 12:26:10.588,0.177,0.717,0.132
2017-03-16 12:26:10.600,0.167,0.692,0.123
2017-03-16 12:26:10.612,0.161,0.68,0.111
2017-03-16 12:26:10.625,0.161,0.692,0.103
2017-03-16 12:26:10.638,0.167,0.701,0.1
2017-03-16 12:26:10.650,0.167,0.704,0.103
2017-03-16 12:26:10.662,0.167,0.709,0.117
2017-03-16 12:26:10.675,0.173,0.739,0.123
2017-03-16 12:26:10.687,0.184,0.781,0.131
2017-03-16 12:26:10.700,0.196,0.836,0.147
2017-03-16 12:26:10.713,0.202,0.87,0.158
2017-03-16 12:26:10.725,0.211,0.909,0.161
2017-03-16 12:26:10.737,0.217,0.95,0.17
2017-03-16 12:26:10.750,0.232,1.059,0.173
2017-03-16 12:26:10.763,0.259,1.199,0.187
2017-03-16 12:26:10.775,0.302,1.334,0.211
2017-03-16 12:26:10.787,0.311,1.42,0.25
2017-03-16 12:26:10.800,0.302,1.431,0.284
2017-03-16 12:26:10.812,0.304,1.386,0.311
2017-03-16 12:26:10.825,0.343,1.326,0.287
2017-03-16 12:26:10.838,0.399,1.285,0.221
2017-03-16 12:26:10.850,0.475,1.276,0.114
2017-03-16 12:26:10.862,0.529,1.278,0.013
2017-03-16 12:26:10.875,0.569,1.308,-0.062
2017-03-16 12:26:10.888,0.572,1.353,-0.074
2017-03-16 12:26:10.900,0.557,1.399,-0.041
2017-03-16 12:26:10.912,0.518,1.409,0.04
2017-03-16 12:26:10.925,0.469,1.358,0.138
2017-03-16 12:26:10.937,0.413,1.28,0.197
2017-03-16 12:26:10.950,0.355,1.176,0.217
2017-03-16 12:26:10.963,0.328,1.079,0.187
2017-03-16 12:26:10.975,0.372,1.003,0.111
2017-03-16 12:26:10.987,0.429,0.941,0.041
2017-03-16 12:26:11.000,0.475,0.871,-0.023
2017-03-16 12:26:11.013,0.495,0.82,-0.041
2017-03-16 12:26:11.025,0.51,0.774,-0.029
2017-03-16 12:26:11.037,0.528,0.746,-0.013
2017-03-16 12:26:11.050,0.525,0.733,0
2017-03-16 12:26:11.062,0.511,0.73,-0.002
2017-03-16 12:26:11.075,0.487,0.736,-0.026
2017-03-16 12:26:11.088,0.472,0.759,-0.066
2017-03-16 12:26:11.100,0.466,0.774,-0.085
2017-03-16 12:26:11.112,0.472,0.78,-0.088
2017-03-16 12:26:11.125,0.469,0.783,-0.076
2017-03-16 12:26:11.138,0.469,0.792,-0.07
2017-03-16 12:26:11.150,0.481,0.804,-0.076
2017-03-16 12:26:11.162,0.489,0.811,-0.085
2017-03-16 12:26:11.175,0.513,0.836,-0.097
2017-03-16 12:26:11.187,0.546,0.881,-0.114
2017-03-16 12:26:11.200,0.584,0.947,-0.117
2017-03-16 12:26:11.213,0.601,1.012,-0.11
2017-03-16 12:26:11.225,0.598,1.088,-0.088
2017-03-16 12:26:11.237,0.588,1.148,-0.06
2017-03-16 12:26:11.250,0.566,1.179,-0.026
2017-03-16 12:26:11.263,0.545,1.2,-0.001
2017-03-16 12:26:11.275,0.545,1.27,0.026
2017-03-16 12:26:11.287,0.559,1.368,0.026
2017-03-16 12:26:11.300,0.584,1.466,0.018
2017-03-16 12:26:11.312,0.601,1.497,0.031
2017-03-16 12:26:11.325,0.601,1.437,0.041
2017-03-16 12:26:11.338,0.576,1.355,0.058
2017-03-16 12:26:11.350,0.557,1.311,0.073
2017-03-16 12:26:11.362,0.548,1.336,0.073
2017-03-16 12:26:11.375,0.528,1.358,0.076
2017-03-16 12:26:11.388,0.489,1.38,0.093
2017-03-16 12:26:11.400,0.44,1.384,0.111
2017-03-16 12:26:11.412,0.398,1.378,0.14
2017-03-16 12:26:11.425,0.361,1.37,0.17
2017-03-16 12:26:11.437,0.343,1.356,0.188
2017-03-16 12:26:11.450,0.34,1.334,0.194
2017-03-16 12:26:11.463,0.338,1.298,0.194
2017-03-16 12:26:11.475,0.32,1.238,0.194
2017-03-16 12:26:11.487,0.32,1.176,0.185
2017-03-16 12:26:11.500,0.314,1.106,0.179
2017-03-16 12:26:11.513,0.317,1.049,0.17
2017-03-16 12:26:11.525,0.314,0.988,0.158
2017-03-16 12:26:11.537,0.302,0.943,0.152
2017-03-16 12:26:11.550,0.296,0.909,0.147
2017-03-16 12:26:11.562,0.283,0.892,0.144
2017-03-16 12:26:11.575,0.267,0.865,0.144
2017-03-16 12:26:11.588,0.253,0.837,0.144
